GISP2 depth,[Ca2+] GISP2
(m),(ppb)
2366.35,347.06
2366.54,347.06
2366.54,342.03
2366.72,342.03
2366.72,347.49
2366.9,347.49
2366.9,352.22
2367.08,352.22
2367.08,333.55
2367.28,333.55
2367.28,328.15
2367.45,328.15
2367.45,339.17
2367.63,339.17
2367.63,304.08
2367.81,304.08
2367.81,364.52
2367.97,364.52
2367.97,328.78
2368.16,328.78
2368.16,306.18
2368.36,306.18
2368.36,302.21
2368.56,302.21
2368.56,357.34
2368.77,357.34
2368.77,398.86
2368.97,398.86
2368.97,345.22
2369.17,345.22
2369.17,537.64
2369.35,537.64
2369.35,368.43
2369.53,368.43
2369.53,310.78
2369.69,310.78
2369.69,350.47
2369.86,350.47
2369.86,384.89
2370.03,384.89
2370.03,359.3
2370.19,359.3
2370.19,397.37
2370.36,397.37
2370.36,497.48
2370.54,497.48
2370.54,510.29
2370.68,510.29
2370.68,523.82
2370.83,523.82
2370.83,623.31
2370.98,623.31
2370.98,647.35
2371.14,647.35
2371.14,549.16
2371.28,549.16
2371.28,484.89
2371.43,484.89
2371.43,532.66
2371.59,532.66
2371.59,278.19
2371.75,278.19
2371.75,372.22
2371.9,372.22
2371.9,392.26
2372.05,392.26
2372.05,324.25
2372.21,324.25
2372.21,367.69
2372.36,367.69
2372.36,317.72
2372.53,317.72
2372.53,233.15
2372.69,233.15
2372.69,197.17
2372.85,197.17
2372.85,232.29
2373.03,232.29
2373.03,202.91
2373.23,202.91
2373.23,152.28
2373.42,152.28
2373.42,145.9
2373.63,145.9
2373.63,154.09
2373.8,154.09
2373.8,132.33
2373.99,132.33
2373.99,128.59
2374.19,128.59
2374.19,100.77
2374.39,100.77
2374.39,98.91
2374.62,98.91
2374.62,86.63
2374.86,86.63
2374.86,68.25
2375.12,68.25
2375.12,73.31
2375.36,73.31
2375.36,86.33
2375.59,86.33
2375.59,85.88
2375.82,85.88
2375.82,88.65
2376.1,88.65
2376.1,94.23
2376.33,94.23
2376.33,109.29
2376.57,109.29
2376.57,96.33
2376.79,96.33
2376.79,96.25
2377.02,96.25
2377.02,88.93
2377.28,88.93
2377.28,94.55
2377.54,94.55
2377.54,90.65
2377.79,90.65
2377.79,78.77
2378.02,78.77
2378.02,89.01
2378.3,89.01
2378.3,70.79
2378.58,70.79
2378.58,60.46
2378.82,60.46
2378.82,52.11
2379.12,52.11
2379.12,49.28
2379.4,49.28
2379.4,55.49
2379.71,55.49
2379.71,55.09
2380.03,55.09
2380.03,47.92
2380.34,47.92
2380.34,41.46
2380.66,41.46
2380.66,43.74
2381.01,43.74
2381.01,43.88
2381.34,43.88
2381.34,40.64
2381.65,40.64
2381.65,59.2
2381.96,59.2
2381.96,77.14
2382.28,77.14
2382.28,82.99
2382.56,82.99
2382.56,67.72
2382.83,67.72
2382.83,64.8
2383.11,64.8
2383.11,56.6
2383.39,56.6
2383.39,47.47
2383.69,47.47
2383.69,47.96
2384,47.96
2384,32.39
2384.31,32.39
2384.31,45.62
2384.6,45.62
2384.6,46.88
2384.93,46.88
2384.93,48.25
2385.24,48.25
2385.24,48.89
2385.54,48.89
2385.54,97.1
2385.83,97.1
2385.83,161.68
2386.08,161.68
2386.08,198.09
2386.31,198.09
2386.31,188.39
2386.53,188.39
2386.53,188.75
2386.75,188.75
2386.75,173.45
2386.98,173.45
2386.98,187.18
2387.16,187.18
2387.16,196.78
2387.37,196.78
2387.37,173.39
2387.58,173.39
2387.58,220.96
2387.79,220.96
2387.79,168.83
2388.01,168.83
2388.01,170.23
2388.24,170.23
2388.24,151.65
2388.47,151.65
2388.47,113.91
2388.69,113.91
2388.69,102.92
2388.9,102.92
2388.9,83.52
2389.11,83.52
2389.11,70.23
2389.34,70.23
2389.34,73.49
2389.6,73.49
2389.6,61.95
2389.84,61.95
2389.84,64.69
2390.08,64.69
2390.08,65.96
2390.33,65.96
2390.33,64.94
2390.59,64.94
2390.59,62
2390.87,62
2390.87,60.32
2391.12,60.32
2391.12,64.02
2391.38,64.02
2391.38,59.54
2391.65,59.54
2391.65,65.29
2391.9,65.29
2391.9,73.51
2392.16,73.51
2392.16,64.98
2392.46,64.98
2392.46,57.81
2392.72,57.81
2392.72,63.9
2392.97,63.9
2392.97,66.81
2393.21,66.81
2393.21,83.13
2393.46,83.13
2393.46,81.65
2393.71,81.65
2393.71,76.8
2393.98,76.8
2393.98,72.92
2394.22,72.92
2394.22,90.94
2394.47,90.94
2394.47,78.07
2394.72,78.07
2394.72,70.53
2394.95,70.53
2394.95,54.45
2395.21,54.45
2395.21,63.14
2395.46,63.14
2395.46,73.03
2395.74,73.03
2395.74,63.88
2395.99,63.88
2395.99,61.17
2396.24,61.17
2396.24,55.53
2396.5,55.53
2396.5,53.32
2396.77,53.32
2396.77,51.07
2397.05,51.07
2397.05,57.74
2397.3,57.74
2397.3,65.35
2397.57,65.35
2397.57,68
2397.83,68
2397.83,75.15
2398.11,75.15
2398.11,58.75
2398.38,58.75
2398.38,68.17
2398.65,68.17
2398.65,63.56
2398.89,63.56
2398.89,63.3
2399.11,63.3
2399.11,66.91
2399.38,66.91
2399.38,77.86
2399.65,77.86
2399.65,66.75
2399.92,66.75
2399.92,77.15
2400.15,77.15
2400.15,58.51
2400.39,58.51
2400.39,58.06
2400.67,58.06
2400.67,62.21
2400.95,62.21
2400.95,57.18
2401.19,57.18
2401.19,58.58
2401.48,58.58
2401.48,51.81
2401.76,51.81
2401.76,62.23
2402.04,62.23
2402.04,58.39
2402.32,58.39
2402.32,65.3
2402.58,65.3
2402.58,53.14
2402.84,53.14
2402.84,55.33
2403.13,55.33
2403.13,47.22
2403.43,47.22
2403.43,46.59
2403.7,46.59
2403.7,45.45
2403.95,45.45
2403.95,45.71
2404.2,45.71
2404.2,45.71
2404.49,45.71
2404.49,57.58
2404.73,57.58
2404.73,52.54
2404.99,52.54
2404.99,59.34
2405.25,59.34
2405.25,54
2405.49,54
2405.49,53.41
2405.75,53.41
2405.75,51.44
2406.01,51.44
2406.01,44.95
2406.29,44.95
2406.29,42.47
2406.57,42.47
2406.57,48.61
2406.82,48.61
2406.82,50.65
2407.09,50.65
2407.09,47.37
2407.36,47.37
2407.36,54.3
2407.63,54.3
2407.63,58.46
2407.89,58.46
2407.89,70.49
2408.17,70.49
2408.17,57.75
2408.47,57.75
2408.47,56.02
2408.76,56.02
2408.76,51.92
2408.99,51.92
2408.99,52.03
2409.26,52.03
2409.26,61.01
2409.55,61.01
2409.55,59.1
2409.82,59.1
2409.82,60.93
2410.09,60.93
2410.09,53.11
2410.37,53.11
2410.37,50.28
2410.61,50.28
2410.61,45.19
2410.9,45.19
2410.9,48.74
2411.16,48.74
2411.16,48.65
2411.43,48.65
2411.43,48.88
2411.71,48.88
2411.71,45.55
2411.98,45.55
2411.98,43.07
2412.26,43.07
2412.26,46.95
2412.55,46.95
2412.55,45.45
2412.81,45.45
2412.81,46.49
2413.07,46.49
2413.07,51.31
2413.34,51.31
2413.34,60.28
2413.59,60.28
2413.59,43.14
2413.85,43.14
2413.85,46.77
2414.08,46.77
2414.08,45.16
2414.35,45.16
2414.35,45.8
2414.64,45.8
2414.64,49.07
2414.89,49.07
2414.89,45.16
2415.16,45.16
2415.16,50.74
2415.42,50.74
2415.42,48.64
2415.67,48.64
2415.67,48.7
2415.9,48.7
2415.9,41.46
2416.15,41.46
2416.15,32.45
2416.41,32.45
2416.41,33.09
2416.71,33.09
2416.71,36.86
2417,36.86
2417,26.44
2417.3,26.44
2417.3,29.48
2417.61,29.48
2417.61,32.86
2417.91,32.86
2417.91,30.41
2418.21,30.41
2418.21,26.18
2418.5,26.18
2418.5,26.51
2418.8,26.51
2418.8,33.33
2419.14,33.33
2419.14,30.52
2419.45,30.52
2419.45,30.28
2419.76,30.28
2419.76,32.76
2420.07,32.76
2420.07,35.09
2420.37,35.09
2420.37,34.3
2420.67,34.3
2420.67,31.69
2420.99,31.69
2420.99,30.32
2421.25,30.32
2421.25,37.49
2421.52,37.49
2421.52,35.36
2421.8,35.36
2421.8,36.26
2422.1,36.26
2422.1,31.88
2422.38,31.88
2422.38,30.13
2422.64,30.13
2422.64,31.36
2422.92,31.36
2422.92,33.92
2423.25,33.92
2423.25,33.04
2423.54,33.04
2423.54,32.36
2423.81,32.36
2423.81,36.46
2424.1,36.46
2424.1,35.91
2424.42,35.91
2424.42,29.11
2424.69,29.11
2424.69,26.96
2424.97,26.96
2424.97,26.89
2425.27,26.89
2425.27,28.94
2425.59,28.94
2425.59,27.61
2425.87,27.61
2425.87,24.86
2426.17,24.86
2426.17,36.61
2426.47,36.61
2426.47,34.14
2426.74,34.14
2426.74,34.77
2427.02,34.77
2427.02,31.42
2427.3,31.42
2427.3,35.73
2427.61,35.73
2427.61,33.27
2427.91,33.27
2427.91,32.17
2428.23,32.17
2428.23,38.94
2428.55,38.94
2428.55,34.43
2428.88,34.43
2428.88,29.95
2429.17,29.95
2429.17,25.82
2429.46,25.82
2429.46,27.11
2429.78,27.11
2429.78,29.18
2430.08,29.18
2430.08,32
2430.36,32
2430.36,26.56
2430.67,26.56
2430.67,40.19
2430.98,40.19
2430.98,27.45
2431.28,27.45
2431.28,26.1
2431.6,26.1
2431.6,27.14
2431.92,27.14
2431.92,27.32
2432.23,27.32
2432.23,26.19
2432.52,26.19
2432.52,26.17
2432.82,26.17
2432.82,27.51
2433.14,27.51
2433.14,24.74
2433.47,24.74
2433.47,30.32
2433.77,30.32
2433.77,24.17
2434.09,24.17
2434.09,21.05
2434.39,21.05
2434.39,31.14
2434.69,31.14
2434.69,32.48
2435.03,32.48
2435.03,33.2
2435.34,33.2
2435.34,33.2
2435.61,33.2
2435.61,26.56
2435.94,26.56
2435.94,24.9
2436.24,24.9
2436.24,27.99
2436.52,27.99
2436.52,29.63
2436.81,29.63
2436.81,22.81
2437.1,22.81
2437.1,30.67
2437.41,30.67
2437.41,30.05
2437.71,30.05
2437.71,27.59
2437.99,27.59
2437.99,30.43
2438.28,30.43
2438.28,27.21
2438.57,27.21
2438.57,30.15
2438.85,30.15
2438.85,29.15
2439.14,29.15
2439.14,29.92
2439.42,29.92
2439.42,26.93
2439.74,26.93
2439.74,23.89
2440,23.89
2440,33.39
2440.3,33.39
2440.3,32.12
2440.62,32.12
2440.62,33.3
2440.93,33.3
2440.93,27.16
2441.23,27.16
2441.23,26.89
2441.56,26.89
2441.56,25.69
2441.85,25.69
2441.85,28.08
2442.19,28.08
2442.19,25.89
2442.52,25.89
2442.52,24.46
2442.84,24.46
2442.84,26.17
2443.18,26.17
2443.18,28.23
2443.49,28.23
2443.49,26.4
2443.8,26.4
2443.8,25.1
2444.09,25.1
2444.09,28.54
2444.43,28.54
2444.43,23.89
2444.77,23.89
2444.77,30.85
2445.11,30.85
2445.11,24.3
2445.44,24.3
2445.44,26.17
2445.79,26.17
2445.79,28.13
2446.14,28.13
2446.14,33.92
2446.46,33.92
2446.46,34.78
2446.76,34.78
2446.76,32.93
2447.05,32.93
2447.05,36.52
2447.32,36.52
2447.32,34.5
2447.62,34.5
2447.62,28.15
2447.94,28.15
2447.94,27.31
2448.25,27.31
2448.25,25.37
2448.53,25.37
2448.53,28.07
2448.85,28.07
2448.85,30.42
2449.19,30.42
2449.19,27.43
2449.49,27.43
2449.49,27.54
2449.85,27.54
2449.85,24.58
2450.21,24.58
2450.21,33.17
2450.52,33.17
2450.52,37.49
2450.85,37.49
2450.85,46.46
2451.1,46.46
2451.1,67.41
2451.36,67.41
2451.36,80.94
2451.62,80.94
2451.62,70
2451.84,70
2451.84,31.73
2452.13,31.73
2452.13,29.24
2452.46,29.24
2452.46,30.55
2452.78,30.55
2452.78,36.64
2453.07,36.64
2453.07,30.36
2453.34,30.36
2453.34,28.46
2453.61,28.46
2453.61,41.87
2453.94,41.87
2453.94,48.67
2454.21,48.67
2454.21,28.53
2454.56,28.53
2454.56,53.94
2454.83,53.94
2454.83,124.65
2455.01,124.65
2455.01,173.61
2455.19,173.61
2455.19,212.39
2455.37,212.39
2455.37,227.81
2455.54,227.81
2455.54,212.63
2455.71,212.63
2455.71,204.16
2455.9,204.16
2455.9,286.21
2456.08,286.21
2456.08,362.81
2456.26,362.81
2456.26,311.28
2456.41,311.28
2456.41,273.69
2456.57,273.69
2456.57,248.69
2456.72,248.69
2456.72,242.92
2456.87,242.92
2456.87,295.02
2457.03,295.02
2457.03,518.42
2457.19,518.42
2457.19,320.93
2457.33,320.93
2457.33,277.89
2457.48,277.89
2457.48,261.2
2457.63,261.2
2457.63,291.89
2457.79,291.89
2457.79,288.46
2457.95,288.46
2457.95,301.54
2458.12,301.54
2458.12,329.64
2458.26,329.64
2458.26,355.17
2458.42,355.17
2458.42,323.46
2458.57,323.46
2458.57,336.95
2458.71,336.95
2458.71,312.43
2458.86,312.43
2458.86,270.12
2459.01,270.12
2459.01,270.12
2459.16,270.12
2459.16,307.56
2459.32,307.56
2459.32,306.34
2459.5,306.34
2459.5,300.36
2459.66,300.36
2459.66,288.46
2459.83,288.46
2459.83,194.18
2460,194.18
2460,164.27
2460.17,164.27
2460.17,94.14
2460.35,94.14
2460.35,40.76
2460.58,40.76
2460.58,35.08
2460.78,35.08
2460.78,31.34
2461.02,31.34
2461.02,43.16
2461.27,43.16
2461.27,69.85
2461.5,69.85
2461.5,180.69
2461.67,180.69
2461.67,278.89
2461.84,278.89
2461.84,245.42
2462.01,245.42
2462.01,260.38
2462.13,260.38
2462.13,260.38
2462.27,260.38
2462.27,256.16
2462.42,256.16
2462.42,228.71
2462.56,228.71
2462.56,232.28
2462.68,232.28
2462.68,276.05
2462.83,276.05
2462.83,444.03
2462.99,444.03
2462.99,283.47
2463.11,283.47
2463.11,272.09
2463.25,272.09
2463.25,277.88
2463.39,277.88
2463.39,277.88
2463.52,277.88
2463.52,276.08
2463.66,276.08
2463.66,272.5
2463.81,272.5
2463.81,256.17
2463.96,256.17
2463.96,241.68
2464.09,241.68
2464.09,341.97
2464.23,341.97
2464.23,733.29
2464.39,733.29
2464.39,116.63
2464.6,116.63
2464.6,46.5
2464.83,46.5
2464.83,34.2
2465.08,34.2
2465.08,31.84
2465.32,31.84
2465.32,37.42
2465.55,37.42
2465.55,51.24
2465.79,51.24
2465.79,48.01
2466.04,48.01
2466.04,49.77
2466.31,49.77
2466.31,57.07
2466.53,57.07
2466.53,54.69
2466.75,54.69
2466.75,55.42
2467,55.42
2467,47.67
2467.26,47.67
2467.26,47.05
2467.55,47.05
2467.55,48.16
2467.8,48.16
2467.8,45.08
2468.05,45.08
2468.05,41.86
2468.31,41.86
2468.31,42.45
2468.58,42.45
2468.58,99.32
2468.78,99.32
2468.78,151.75
2468.94,151.75
2468.94,246.41
2469.11,246.41
2469.11,268.1
2469.26,268.1
2469.26,236.87
2469.44,236.87
2469.44,265.83
2469.59,265.83
2469.59,315.99
2469.74,315.99
2469.74,286.96
2469.88,286.96
2469.88,256.29
2470.03,256.29
2470.03,231.45
2470.15,231.45
2470.15,343.15
2470.3,343.15
2470.3,367.95
2470.45,367.95
2470.45,305.86
2470.58,305.86
2470.58,316.3
2470.73,316.3
2470.73,311.46
2470.87,311.46
2470.87,302.81
2471.01,302.81
2471.01,274.35
2471.16,274.35
2471.16,278.81
2471.3,278.81
2471.3,320.32
2471.44,320.32
2471.44,419.65
2471.58,419.65
2471.58,387.7
2471.73,387.7
2471.73,359.87
2471.89,359.87
2471.89,341.51
2472.02,341.51
2472.02,338.58
2472.16,338.58
2472.16,334.53
2472.31,334.53
2472.31,351.53
2472.45,351.53
2472.45,384.78
2472.6,384.78
2472.6,371.47
2472.76,371.47
2472.76,485.39
2472.93,485.39
2472.93,484.14
2473.04,484.14
2473.04,420.61
2473.18,420.61
2473.18,276.26
2473.33,276.26
2473.33,217.72
2473.48,217.72
2473.48,191.71
2473.64,191.71
2473.64,209.03
2473.8,209.03
2473.8,348.66
2474,348.66
2474,167.94
2474.21,167.94
2474.21,112.77
2474.39,112.77
2474.39,89.56
2474.55,89.56
2474.55,101.5
2474.72,101.5
2474.72,94.03
2474.88,94.03
2474.88,79.99
2475.1,79.99
2475.1,76.07
2475.32,76.07
2475.32,73.74
2475.51,73.74
2475.51,66.35
2475.7,66.35
2475.7,59.27
2475.93,59.27
2475.93,55.29
2476.18,55.29
2476.18,45.87
2476.42,45.87
2476.42,49.3
2476.65,49.3
2476.65,45.38
2476.88,45.38
2476.88,48.43
2477.12,48.43
2477.12,51.23
2477.36,51.23
2477.36,53.89
2477.59,53.89
2477.59,79.3
2477.82,79.3
2477.82,78.72
2478.02,78.72
2478.02,74.12
2478.22,74.12
2478.22,71.57
2478.45,71.57
2478.45,56.19
2478.66,56.19
2478.66,49.6
2478.89,49.6
2478.89,50.23
2479.09,50.23
2479.09,57.37
2479.31,57.37
2479.31,67.27
2479.52,67.27
2479.52,69.92
2479.74,69.92
2479.74,70.79
2479.95,70.79
2479.95,68.53
2480.16,68.53
2480.16,62.33
2480.37,62.33
2480.37,52.29
2480.58,52.29
2480.58,50.46
2480.8,50.46
2480.8,49.22
2481.02,49.22
2481.02,58.41
2481.24,58.41
2481.24,66.1
2481.42,66.1
2481.42,58.64
2481.6,58.64
2481.6,47.14
2481.84,47.14
2481.84,49.31
2482.04,49.31
2482.04,58.77
2482.25,58.77
2482.25,56.53
2482.49,56.53
2482.49,59.06
2482.72,59.06
2482.72,53.11
2482.93,53.11
2482.93,46.42
2483.15,46.42
2483.15,48.76
2483.35,48.76
2483.35,48.31
2483.57,48.31
2483.57,52.36
2483.79,52.36
2483.79,58.51
2483.99,58.51
2483.99,52.1
2484.2,52.1
2484.2,49.94
2484.41,49.94
2484.41,41.34
2484.63,41.34
2484.63,52.62
2484.85,52.62
2484.85,54.22
2485.07,54.22
2485.07,51.65
2485.3,51.65
2485.3,51.94
2485.53,51.94
2485.53,64.51
2485.77,64.51
2485.77,55.16
2486.02,55.16
2486.02,46.21
2486.28,46.21
2486.28,63.27
2486.54,63.27
2486.54,37.26
2486.81,37.26
2486.81,37.1
2487.08,37.1
2487.08,45.62
2487.34,45.62
2487.34,50.62
2487.57,50.62
2487.57,46.6
2487.8,46.6
2487.8,42.46
2488.06,42.46
2488.06,37.64
2488.3,37.64
2488.3,40.67
2488.57,40.67
2488.57,34.14
2488.86,34.14
2488.86,35.2
2489.13,35.2
2489.13,35.6
2489.43,35.6
2489.43,38.72
2489.71,38.72
2489.71,38.06
2490.02,38.06
2490.02,48.37
2490.28,48.37
2490.28,54.59
2490.5,54.59
2490.5,67.66
2490.74,67.66
2490.74,76.58
2490.94,76.58
2490.94,46.46
2491.17,46.46
2491.17,25.44
2491.43,25.44
2491.43,33.85
2491.69,33.85
2491.69,54.23
2491.96,54.23
2491.96,142.83
2492.14,142.83
2492.14,173.85
2492.33,173.85
2492.33,212.87
2492.48,212.87
2492.48,215.78
2492.65,215.78
2492.65,146.06
2492.84,146.06
2492.84,135.89
2493.01,135.89
2493.01,78.37
2493.23,78.37
2493.23,37.63
2493.51,37.63
2493.51,35.69
2493.8,35.69
2493.8,28.51
2494.09,28.51
2494.09,30.47
2494.36,30.47
2494.36,110.28
2494.54,110.28
2494.54,257.6
2494.76,257.6
2494.76,304.78
2494.93,304.78
2494.93,290.57
2495.09,290.57
2495.09,252.04
2495.29,252.04
2495.29,223.33
2495.45,223.33
2495.45,237.01
2495.61,237.01
2495.61,281.66
2495.76,281.66
2495.76,296.26
2495.92,296.26
2495.92,313.03
2496.07,313.03
2496.07,311.28
2496.23,311.28
2496.23,244.66
2496.37,244.66
2496.37,258.2
2496.53,258.2
2496.53,209.69
2496.67,209.69
2496.67,132.77
2496.86,132.77
2496.86,74.75
2497.06,74.75
2497.06,71.63
2497.27,71.63
2497.27,74.19
2497.47,74.19
2497.47,51.17
2497.72,51.17
2497.72,34.08
2497.97,34.08
2497.97,37.29
2498.24,37.29
2498.24,41.39
2498.49,41.39
2498.49,29.35
2498.79,29.35
2498.79,34.02
2499.07,34.02
2499.07,44.27
2499.3,44.27
2499.3,42.07
2499.54,42.07
2499.54,60.4
2499.74,60.4
2499.74,68.42
2499.94,68.42
2499.94,54.01
2500.16,54.01
2500.16,34.07
2500.39,34.07
2500.39,37.56
2500.62,37.56
2500.62,30.93
2500.87,30.93
2500.87,32.78
2501.11,32.78
2501.11,32.03
2501.39,32.03
2501.39,26.61
2501.68,26.61
2501.68,26.6
2501.93,26.6
2501.93,31.28
2502.2,31.28
2502.2,33.72
2502.49,33.72
2502.49,31.61
2502.78,31.61
2502.78,38.97
2503.09,38.97
2503.09,91.81
2503.3,91.81
2503.3,194.17
2503.5,194.17
2503.5,262.7
2503.68,262.7
2503.68,288.52
2503.84,288.52
2503.84,276.56
2504,276.56
2504,295
2504.14,295
2504.14,292.53
2504.28,292.53
2504.28,275.36
2504.44,275.36
2504.44,229.41
2504.59,229.41
2504.59,194.6
2504.72,194.6
2504.72,138.6
2504.86,138.6
2504.86,64.89
2505.04,64.89
2505.04,52.71
2505.22,52.71
2505.22,33.91
2505.47,33.91
2505.47,28.59
2505.73,28.59
2505.73,26.46
2506.05,26.46
2506.05,34.2
2506.36,34.2
2506.36,45
2506.67,45
2506.67,74.79
2506.91,74.79
2506.91,142.34
2507.1,142.34
2507.1,216.22
2507.24,216.22
2507.24,300.36
2507.39,300.36
2507.39,300.64
2507.54,300.64
2507.54,361.42
2507.67,361.42
2507.67,413.5
2507.8,413.5
2507.8,327.05
2507.93,327.05
2507.93,338.76
2508.06,338.76
2508.06,343.48
2508.22,343.48
2508.22,280.88
2508.35,280.88
2508.35,283.93
2508.48,283.93
2508.48,290.43
2508.61,290.43
2508.61,345.54
2508.76,345.54
2508.76,414.83
2508.9,414.83
2508.9,423.45
2509.04,423.45
2509.04,375.7
2509.17,375.7
2509.17,367.32
2509.32,367.32
2509.32,346.74
2509.47,346.74
2509.47,327.02
2509.61,327.02
2509.61,345.07
2509.75,345.07
2509.75,345.07
2509.88,345.07
2509.88,346.79
2510.01,346.79
2510.01,367.39
2510.13,367.39
2510.13,348.45
2510.26,348.45
2510.26,326.36
2510.38,326.36
2510.38,338.2
2510.52,338.2
2510.52,367.39
2510.66,367.39
2510.66,403.69
2510.79,403.69
2510.79,379.03
2510.93,379.03
2510.93,370.32
2511.05,370.32
2511.05,360.78
2511.19,360.78
2511.19,508.25
2511.33,508.25
2511.33,519.59
2511.47,519.59
2511.47,513.67
2511.61,513.67
2511.61,436.71
2511.76,436.71
2511.76,400.84
2511.9,400.84
2511.9,359.73
2512.04,359.73
2512.04,292.83
2512.18,292.83
2512.18,292.83
2512.31,292.83
2512.31,292.93
2512.45,292.93
2512.45,293.12
2512.59,293.12
2512.59,301.19
2512.74,301.19
2512.74,301.77
2512.88,301.77
2512.88,310.1
2513.02,310.1
2513.02,360.06
2513.16,360.06
2513.16,360.06
2513.3,360.06
2513.3,371.26
2513.44,371.26
2513.44,399.27
2513.58,399.27
2513.58,331.53
2513.72,331.53
2513.72,335.63
2513.86,335.63
2513.86,356.14
2514,356.14
2514,316.24
2514.14,316.24
2514.14,345.39
2514.28,345.39
2514.28,368.45
2514.41,368.45
2514.41,382.71
2514.55,382.71
2514.55,393.05
2514.69,393.05
2514.69,410.58
2514.83,410.58
2514.83,453.79
2514.97,453.79
2514.97,397.01
2515.1,397.01
2515.1,373.66
2515.24,373.66
2515.24,357.89
2515.38,357.89
2515.38,390.2
2515.51,390.2
2515.51,427.42
2515.64,427.42
2515.64,497.92
2515.77,497.92
2515.77,419.4
2515.9,419.4
2515.9,386.71
2516.02,386.71
2516.02,341.08
2516.15,341.08
2516.15,348.96
2516.27,348.96
2516.27,354.58
2516.39,354.58
2516.39,462.26
2516.51,462.26
2516.51,490.29
2516.64,490.29
2516.64,531.33
2516.75,531.33
2516.75,469.63
2516.87,469.63
2516.87,425.55
2516.99,425.55
2516.99,495.06
2517.11,495.06
2517.11,478.39
2517.22,478.39
2517.22,374.93
2517.34,374.93
2517.34,410.01
2517.46,410.01
2517.46,445.09
2517.58,445.09
2517.58,397.85
2517.69,397.85
2517.69,390.43
2517.81,390.43
2517.81,503.73
2517.93,503.73
2517.93,501.53
2518.05,501.53
2518.05,498.44
2518.16,498.44
2518.16,445.49
2518.28,445.49
2518.28,419.01
2518.39,419.01
2518.39,574.22
2518.51,574.22
2518.51,534.36
2518.63,534.36
2518.63,372.46
2518.75,372.46
2518.75,420.58
2518.87,420.58
2518.87,454.95
2518.99,454.95
2518.99,425.29
2519.11,425.29
2519.11,440.38
2519.23,440.38
2519.23,493.75
2519.36,493.75
2519.36,354.12
2519.48,354.12
2519.48,292.86
2519.61,292.86
2519.61,395.58
2519.73,395.58
2519.73,373.55
2519.86,373.55
2519.86,347.85
2519.97,347.85
2519.97,474.34
2520.09,474.34
2520.09,516.5
2520.2,516.5
2520.2,519.59
2520.32,519.59
2520.32,551
2520.43,551
2520.43,634.76
2520.54,634.76
2520.54,555.69
2520.65,555.69
2520.65,460.8
2520.77,460.8
2520.77,524.14
2520.88,524.14
2520.88,547.89
2521,547.89
2521,409.37
2521.11,409.37
2521.11,406.83
2521.21,406.83
2521.21,383.94
2521.32,383.94
2521.32,377.79
2521.43,377.79
2521.43,361.39
2521.54,361.39
2521.54,430.59
2521.65,430.59
2521.65,513.62
2521.76,513.62
2521.76,450.86
2521.87,450.86
2521.87,415
2521.99,415
2521.99,417.91
2522.1,417.91
2522.1,424.55
2522.22,424.55
2522.22,456.27
2522.33,456.27
2522.33,502.59
2522.44,502.59
2522.44,583.65
2522.55,583.65
2522.55,552.98
2522.65,552.98
2522.65,522.32
2522.75,522.32
2522.75,616.51
2522.86,616.51
2522.86,695
2522.96,695
2522.96,592.43
2523.06,592.43
2523.06,489.85
2523.17,489.85
2523.17,556.85
2523.27,556.85
2523.27,585.57
2523.39,585.57
2523.39,422.26
2523.49,422.26
2523.49,404.11
2523.6,404.11
2523.6,490.82
2523.7,490.82
2523.7,490.82
2523.79,490.82
2523.79,528.06
2523.89,528.06
2523.89,532.2
2524,532.2
2524,533.93
2524.1,533.93
2524.1,533.93
2524.2,533.93
2524.2,629.14
2524.3,629.14
2524.3,629.14
2524.4,629.14
2524.4,462.63
2524.51,462.63
2524.51,468.36
2524.61,468.36
2524.61,519.89
2524.71,519.89
2524.71,531.47
2524.81,531.47
2524.81,635.74
2524.91,635.74
2524.91,635.74
2525,635.74
2525,478.74
2525.1,478.74
2525.1,478.74
2525.19,478.74
2525.19,520.16
2525.29,520.16
2525.29,524.76
2525.39,524.76
2525.39,549.65
2525.49,549.65
2525.49,552.42
2525.58,552.42
2525.58,532.66
2525.68,532.66
2525.68,527.72
2525.77,527.72
2525.77,534.24
2525.87,534.24
2525.87,537.04
2525.96,537.04
2525.96,537.04
2526.05,537.04
2526.05,537.04
2526.14,537.04
2526.14,530.61
2526.23,530.61
2526.23,517.76
2526.33,517.76
2526.33,529.46
2526.42,529.46
2526.42,570.4
2526.52,570.4
2526.52,558.3
2526.62,558.3
2526.62,509.9
2526.71,509.9
2526.71,520.6
2526.82,520.6
2526.82,568.74
2526.91,568.74
2526.91,573.81
2527.01,573.81
2527.01,619.42
2527.11,619.42
2527.11,619.42
2527.21,619.42
2527.21,619.42
2527.31,619.42
2527.31,605.77
2527.41,605.77
2527.41,482.89
2527.52,482.89
2527.52,485.18
2527.61,485.18
2527.61,503.49
2527.72,503.49
2527.72,481.79
2527.82,481.79
2527.82,394.99
2527.92,394.99
2527.92,400.99
2528.02,400.99
2528.02,424.98
2528.12,424.98
2528.12,436.13
2528.22,436.13
2528.22,480.72
2528.32,480.72
2528.32,468.73
2528.42,468.73
2528.42,420.77
2528.52,420.77
2528.52,410.51
2528.62,410.51
2528.62,369.46
2528.73,369.46
2528.73,375.46
2528.83,375.46
2528.83,389.45
2528.94,389.45
2528.94,395.29
